"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0031081",15.8734732856118,1.94230664494857,0.434214782270387,4.47314721712787,7.70766728510136e-06,7.31482051062304e-05
"FBgn0052826",0,NA,NA,NA,NA,NA
"FBgn0031085",0.338752753218265,-2.20136848383383,5.72108832662274,-0.384781418876178,0.700399366792574,NA
"FBgn0062565",2.04128004947941,4.05432509739042,1.59905799993648,2.53544592976082,0.0112304264133692,0.0395929454422934
"FBgn0031088",2.62069367532079,2.10253129399167,1.66790890406321,1.26057921321103,0.207460491760036,0.370978862442353
"FBgn0041626",0.229320675754943,1.84468863322705,5.74229159241952,0.321246074591936,0.748023918483143,NA
"FBgn0040784",0.15388509221218,0.974941455300689,5.77068407617317,0.168947293324576,0.865838099144147,NA
"FBgn0031086",0.396432038978846,2.85713189423872,5.18874739978393,0.550640005015024,0.581880479283022,NA
"FBgn0031082",0,NA,NA,NA,NA,NA
"FBgn0031080",7.98361818401979,5.99510436140759,1.41176830199178,4.24652143907004,2.1711501389572e-05,0.000186066531383923
"FBgn0052821",0,NA,NA,NA,NA,NA
"FBgn0053217",443.764115929538,0.0140543203423409,0.183440661648511,0.0766150765922895,0.938929764821459,0.972765884541625
"FBgn0052350",450.825113752993,-0.163563801387306,0.132980320212971,-1.22998501677056,0.218702715685546,0.385781124293279
"FBgn0024733",17842.492018558,0.06830058015048,0.242736700746134,0.281377228661899,0.778421081765684,0.871550283779815
"FBgn0040372",1876.89759343146,-0.428771576445088,0.234131565951027,-1.83132750470209,0.0670516746901286,0.164553631876685
"FBgn0000316",882.060977028266,0.215656093966059,0.0983579001393308,2.1925650472465,0.0283387317319856,0.083644947417055
"FBgn0024989",2977.90754233559,0.284039440181044,0.113313081334383,2.50667828317945,0.0121871580122129,0.0423019158176648
"FBgn0040371",0.575639030473911,-0.307561343496919,3.28197876503096,-0.0937121674198333,0.925337804611836,NA
"FBgn0029521",0.120073078105534,-0.948619903423703,5.77068407617317,-0.164386040008758,0.86942725253851,NA
"FBgn0004034",606.188531463735,4.93289960903675,2.03911427019676,2.41913838823793,0.0155573202847479,0.051770007875675
"FBgn0000022",238.614278721327,-1.51524720327962,0.239159968432831,-6.3357058173604,2.36257197466419e-10,4.87015075695117e-09
"FBgn0004170",278.840623452519,-1.82179965652144,0.287504963280026,-6.33658506530557,2.34913509733192e-10,4.85172901998763e-09
"FBgn0002561",1.96375012762639,-0.946809133732832,1.33221149210448,-0.710704823779268,0.477267169836177,0.64414338482772
"FBgn0000137",9.40755024539814,-1.61540814759691,1.41956515589887,-1.13795984698852,0.255137249239096,0.428714882176854
"FBgn0029522",0,NA,NA,NA,NA,NA
"FBgn0052817",4.31852997320737,-0.315143641288877,0.826570403243665,-0.381266544328439,0.703005475929576,0.821761036105037
"FBgn0029524",27.5131618691383,0.0879307576643229,0.364270172860959,0.241388848759478,0.80925375466215,0.890413454169892
"FBgn0023536",137.167913587917,-0.124520691455161,0.191932677306361,-0.64877275304404,0.516485271373235,0.67756482242332
"FBgn0023534",12.4670808628084,0.355395002672382,0.693826807843416,0.512224374519395,0.608493986013028,0.752486082037905
"FBgn0023535",7.47175360254267,0.543598499060431,1.07478688955612,0.505773288028228,0.613015812590753,0.756342810201523
"FBgn0023537",1912.18284005059,0.129493953657153,0.186327929068831,0.694978763002929,0.487068610663953,0.652352487649349
"FBgn0029525",967.717977592999,0.0254566403225111,0.094068417590483,0.270618353902092,0.786684578028474,0.876259444094727
"FBgn0029523",54.882410372584,-0.05531472149194,0.263293144333047,-0.210087967280951,0.833599016635589,0.907964336062667
"FBgn0010019",2.74425311820345,2.43142961993927,1.69685559701131,1.4329030851074,0.151885535505071,0.296743471008339
"FBgn0011822",0.119249430494982,0,5.77068407617317,0,1,NA
"FBgn0052816",12.9054067836437,0.0215393742910575,0.546462864654573,0.0394159890529302,0.968558732394656,0.992313075427108
"FBgn0040370",1.47970747595759,2.20311080476055,2.24940647792456,0.9794187161732,0.327373133111859,0.506226297773803
"FBgn0040373",849.837035997416,-0.308096740796423,0.0876405038280089,-3.51546062995086,0.000438991843172381,0.00257495705181797
