Row.names,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
FBgn0033980,1371.332776,7.112944567,1.18776624,5.988505422,2.12E-09,4.23E-08,1371.332776,5.480236847,1.189269149,4.608071145,4.06E-06,4.18E-05
FBgn0034143,793.0012521,3.445707405,0.283756715,12.14317487,6.24E-34,1.51E-31,793.0012521,2.689931097,0.284321295,9.460885082,3.05E-21,2.31E-19
FBgn0034194,1494.380949,2.651292309,0.19244353,13.77698857,3.51E-43,1.45E-40,1494.380949,3.485046815,0.191881726,18.1624738,1.02E-73,2.03E-70
FBgn0034417,59.85143999,4.230879215,0.532848843,7.940111475,2.02E-15,8.83E-14,59.85143999,4.729002966,0.529239303,8.935471983,4.05E-19,2.45E-17
FBgn0034479,69.97738082,1.617284346,0.489222738,3.305824158,0.000946975,0.005376304,69.97738082,1.420075851,0.48918903,2.902918429,0.003697029,0.017128533
FBgn0034501,134.3024678,2.653224015,0.585973614,4.527889908,5.96E-06,6.28E-05,134.3024678,2.777517614,0.585048764,4.747497619,2.06E-06,2.25E-05
FBgn0034530,1003.919597,2.833166963,0.259836682,10.90364511,1.11E-27,1.64E-25,1003.919597,2.940790191,0.259607257,11.32784277,9.55E-30,1.44E-27
FBgn0034583,1163.037927,2.571633393,0.236279108,10.88387973,1.38E-27,1.98E-25,1163.037927,3.7863371,0.235397301,16.08487902,3.26E-58,3.23E-55
FBgn0034639,234.6889872,4.552704251,0.956244835,4.761023626,1.93E-06,2.25E-05,234.6889872,2.48869625,0.961551316,2.588209499,0.009647628,0.037443514
FBgn0034647,171.314392,8.532545509,1.502099057,5.680414665,1.34E-08,2.38E-07,171.314392,5.151395115,1.509633417,3.41234836,0.000644057,0.003907636
FBgn0034693,1899.283538,4.630430563,0.450659562,10.27478601,9.15E-25,9.88E-23,1899.283538,3.784485696,0.450819394,8.394682534,4.67E-17,2.31E-15
FBgn0034709,896.7903007,4.705302332,0.757231695,6.213821165,5.17E-10,1.15E-08,896.7903007,3.344712159,0.757667151,4.414487487,1.01E-05,9.63E-05
FBgn0034720,57.55191724,3.630908494,0.607031275,5.981419155,2.21E-09,4.40E-08,57.55191724,5.013916077,0.599380007,8.365170711,6.00E-17,2.89E-15
FBgn0034733,61.72748473,3.211004511,0.68238692,4.705548151,2.53E-06,2.86E-05,61.72748473,5.834816891,0.668040935,8.734220591,2.45E-18,1.38E-16
FBgn0034797,6511.133622,2.018255769,0.28916096,6.979696592,2.96E-12,8.76E-11,6511.133622,2.037820254,0.289139336,7.047883148,1.82E-12,4.89E-11
FBgn0034861,110.5647919,3.063281171,0.292308917,10.47960219,1.07E-25,1.22E-23,110.5647919,3.58019527,0.288961361,12.38987544,2.97E-35,7.01E-33
