"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0033250",267.809195646715,22.4897696624158,1.61418401050725,13.9325935060827,4.01506716279036e-44,3.78660984122759e-40
"FBgn0032472",78.2250764145429,20.2022874561087,1.6884971866441,11.9646556807482,5.44228738080936e-33,2.56631061442065e-29
"FBgn0004429",2126.32247574466,-26.8219023287524,2.53888560929372,-10.5644390714451,4.35564819044771e-26,1.36927060280374e-22
"FBgn0011666",381.564013999991,-6.02942815314028,0.599067125184072,-10.0646954233846,7.91318837730581e-24,1.86573198965928e-20
"FBgn0260484",237.410532283198,-1.57685239514439,0.159970482603739,-9.85714595267172,6.38381749709988e-23,1.20411565630298e-19
"FBgn0034046",447.08600431923,-1.81160679852398,0.191212983510436,-9.47428759943542,2.6858713127038e-21,4.22174205835159e-18
"FBgn0051363",1652.43064897237,-5.27033105901662,0.560749573863676,-9.39872503638833,5.52282106478102e-21,7.44081792313569e-18
"FBgn0035956",4.45645826254786,16.867966637796,1.83263039786663,9.2042381581316,3.44103448688607e-20,4.05654953072782e-17
"FBgn0264562",1382.80771587581,-10.258363918193,1.15011756488104,-8.9194046169133,4.68801636429444e-19,4.91252025907343e-16
"FBgn0263706",560.981017112403,-3.61853985618752,0.417773102778473,-8.66149551544076,4.65614845509571e-18,4.39121360800076e-15
"FBgn0004179",1757.43733658504,-1.26722524681337,0.152657517519034,-8.30109952924771,1.03152230318558e-16,8.84389712849378e-14
"FBgn0036422",689.842232982278,6.53661472236019,0.796448524122936,8.20720300732358,2.26400592507453e-16,1.77931998994816e-13
"FBgn0022160",1557.12735180488,3.73273976189072,0.462244502886646,8.0752496537662,6.73387285755789e-16,4.88516576304834e-13
"FBgn0028691",987.963194860754,-1.16630798908051,0.14518317885509,-8.03335481615695,9.48428714541292e-16,6.38902229059923e-13
"FBgn0004865",2718.53571885434,-9.77193242852632,1.21956723969433,-8.01262292924132,1.12287507966045e-15,7.05988991751845e-13
"FBgn0039886",187.74048675581,-6.84720072055849,0.856460903808846,-7.99476157067728,1.29824857286981e-15,7.6523639317095e-13
"FBgn0037377",371.917047546757,-5.03279000853704,0.630940160141065,-7.97665187045918,1.50356133016129e-15,8.34122759103005e-13
"FBgn0051814",502.637222387508,5.89227558250473,0.747832994714576,7.87913294030791,3.29660611944161e-15,1.72723846180299e-12
